  1,-0.5556,0,1.0342
  2,-0.5556,0,2.5289
  3,-0.5556,0,0.1480
  4, 0.3333,1,0.2770
  5, 0.7778,0,0.3899
  6, 1.0000,1,0.1010
  7, 0.3333,0,2.5956
  8, 0.5556,1,0.1004
  9, 0.7778,1,0.8431
 10, 1.0000,1,0.1800
 11,-1.0000,0,1.7060
 12,-0.3333,1,0.1003
 13,-0.5556,0,0.3628
 14, 0.1111,1,0.5525
 15, 0.3333,1,0.3190
 16,-0.7778,0,0.4973
 17,-1.0000,0,0.1117
 18, 0.3333,0,0.8390
 19,-0.5556,0,0.7620
 20,-0.1111,0,0.7346
 21,-0.5556,0,3.6141
 22,-0.1111,0,0.2658
 23, 1.0000,1,0.2645
 24,-0.7778,0,9.0476
 25,-0.3333,0,0.9539
 26,-0.7778,0,0.6367
 27,-0.7778,0,0.9890
 28, 0.3333,1,0.5788
 29, 0.7778,1,0.1000
 30, 0.1111,0,0.1111
 31, 0.7778,1,0.1305
 32, 1.0000,1,0.8743
 33, 0.1111,1,0.2116
 34, 0.7778,1,0.6879
 35,-0.5556,0,5.0211
 36,-1.0000,0,0.4726
 37,-1.0000,0,4.5514
 38, 1.0000,1,2.5451
 39,-0.5556,0,0.1074
 40,-0.7778,0,1.8100
 41,-0.1111,0,0.2882
 42, 1.0000,0,1.0562
 43,-1.0000,0,0.2908
 44,-0.7778,0,0.4435
 45,-0.1111,0,0.6225
 46,-0.3333,1,0.1010
 47, 0.5556,1,2.7808
 48,-0.3333,0,1.5591
 49, 1.0000,1,1.9017
 50,-0.3333,1,1.1353
 51, 0.5556,1,0.1245
 52, 1.0000,1,0.1985
 53, 0.1111,1,0.3209
 54, 0.1111,1,1.1787
 55,-0.7778,0,0.3684
 56, 0.7778,1,0.1478
 57, 0.5556,1,1.7003
 58,-0.3333,0,0.1549
 59,-1.0000,0,0.2209
 60,-0.3333,0,2.5597
 61,-0.5556,0,7.8303
 62, 0.1111,0,0.1000
 63,-0.3333,0,2.4436
 64,-1.0000,0,0.2845
 65,-0.3333,0,0.1009
 66,-0.1111,0,0.1396
 67,-0.3333,1,2.0078
 68, 0.3333,0,6.9861
 69,-0.5556,0,1.4100
 70,-0.3333,0,0.1275
 71, 0.1111,1,0.3572
 72, 0.5556,1,1.1836
 73, 0.5556,1,0.8158
 74,-0.7778,0,0.3389
 75, 0.3333,1,1.4254
 76,-0.5556,0,2.6898
 77, 0.7778,1,3.0898
 78,-0.5556,1,0.2297
 79, 0.7778,1,0.1000
 80, 0.1111,1,0.2734
 81, 0.5556,1,0.1648
 82,-0.1111,1,0.3960
 83, 0.7778,1,0.1745
 84, 0.3333,1,0.6683
 85, 1.0000,1,0.5089
 86,-0.1111,0,2.1880
 87, 1.0000,1,0.4148
 88, 0.5556,0,0.1028
 89, 0.1111,1,0.5922
 90,-0.1111,0,2.9460
 91, 0.7778,1,0.2805
 92,-0.7778,0,1.6096
 93, 0.1111,0,0.1450
 94, 0.5556,1,0.2547
 95, 1.0000,1,0.5559
 96,-0.1111,1,0.2585
 97,-0.1111,0,3.5237
 98, 0.7778,0,7.4677
 99, 0.3333,1,0.1845
100, 0.1111,0,1.6280
101, 0.1111,1,3.3892
102,-0.7778,0,0.1007
103, 0.7778,1,6.3208
104,-0.3333,1,3.0925
105,-0.1111,0,0.1578
106,-1.0000,0,0.7025
107,-0.5556,0,2.3525
108,-0.3333,0,0.1016
109, 0.7778,1,1.9012
110, 0.5556,1,3.2150
111, 0.5556,0,0.5107
112, 0.3333,1,0.2619
113, 0.5556,1,0.1027
114, 0.1111,1,1.1318
115,-1.0000,0,1.8654
116, 0.7778,1,1.2893
117,-0.7778,0,2.1823
118,-0.5556,0,0.3668
119, 0.3333,1,0.1016
120,-1.0000,0,2.4060
121, 0.7778,1,0.1301
122,-0.5556,0,1.1159
123,-0.3333,0,0.9618
124, 1.0000,1,0.1069
125,-0.1111,0,0.7106
126,-0.5556,0,0.1792
